App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5926625,HDR,11/15/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5927509,HDR,11/26/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5925110,HDR,10/30/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5926816,HDR,11/16/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5924157,HDR,10/18/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5926995,HDR,11/19/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5922127,HDR,9/29/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,12/13/2018 6:00
5921721,HDR,9/26/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,12/13/2018 6:00
5927083,HDR,11/19/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5925172,HDR,10/30/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5925630,HDR,11/4/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,12/13/2018 6:00
5926294,HDR,11/11/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5927388,HDR,11/25/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927186,HDR,11/21/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927427,HDR,11/26/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,12/13/2018 6:00
5924936,HDR,10/28/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Needed,Copy of DMV license needed,12/13/2018 6:00
5918364,HDR,8/27/2018,Denied,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5920456,HDR,9/13/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5925795,HDR,11/6/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,12/13/2018 6:00
5928410,HDR,12/5/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5922734,HDR,10/4/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5919653,HDR,9/5/2018,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5923972,HDR,10/17/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,12/13/2018 6:00
5929067,HDR,12/11/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5924792,HDR,10/26/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,12/13/2018 6:00
5929117,HDR,12/11/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5926869,HDR,11/17/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,12/13/2018 6:00
5924679,HDR,10/24/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5928826,HDR,12/9/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5919286,HDR,8/31/2018,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5924096,HDR,10/18/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Complete,Fingerprints needed,12/13/2018 6:00
5927797,HDR,11/29/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5926364,HDR,11/12/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,12/13/2018 6:00
5927571,HDR,11/27/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5920392,HDR,9/12/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5923928,HDR,10/16/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5919590,HDR,9/4/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5919389,HDR,9/1/2018,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5923567,HDR,10/12/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5920284,HDR,9/11/2018,Pending Fitness Interview,12/13/2018,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5919281,HDR,8/31/2018,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5920982,HDR,9/18/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5925304,HDR,10/31/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,12/13/2018 6:00
5758825,HDR,1/16/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5924912,HDR,10/27/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,12/13/2018 6:00
5925824,HDR,11/7/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5928903,HDR,12/10/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927682,HDR,11/28/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5923087,HDR,10/9/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5921806,HDR,9/26/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5916076,HDR,8/25/2018,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,12/13/2018 6:00
5928184,HDR,12/3/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5926319,HDR,11/12/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,12/13/2018 6:00
5925537,HDR,11/2/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927212,HDR,11/21/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5928806,HDR,12/9/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5924345,HDR,10/21/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5925208,HDR,10/31/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5923563,HDR,10/12/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5923618,HDR,10/14/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,12/13/2018 6:00
5927703,HDR,11/28/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5925637,HDR,11/5/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5926735,HDR,11/16/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5926897,HDR,11/17/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5928348,HDR,12/4/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928222,HDR,12/3/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,12/13/2018 6:00
5924555,HDR,10/23/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5924023,HDR,10/17/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5925250,HDR,10/31/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5928336,HDR,12/4/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928859,HDR,12/10/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5928009,HDR,12/2/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927835,HDR,11/29/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5925580,HDR,11/3/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,12/13/2018 6:00
5927770,HDR,11/29/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5903914,HDR,8/14/2018,Denied,Not Applicable,Needed,Complete,Needed,Complete,Complete,Copy of DMV license needed,12/13/2018 6:00
5924576,HDR,10/23/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5928486,HDR,12/5/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5926145,HDR,11/9/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5926895,HDR,11/17/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927875,HDR,11/30/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5921757,HDR,9/26/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5926039,HDR,11/8/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5919981,HDR,9/9/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5920061,HDR,9/10/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5919750,HDR,9/6/2018,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,12/13/2018 6:00
5927826,HDR,11/29/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5922541,HDR,10/3/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,12/13/2018 6:00
5924613,HDR,10/24/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5921382,HDR,9/21/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,12/13/2018 6:00
5925775,HDR,11/6/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5926745,HDR,11/16/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5924209,HDR,10/19/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5929280,HDR,12/12/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5925613,HDR,11/4/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,12/13/2018 6:00
5925444,HDR,11/1/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5922681,HDR,10/3/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5919431,HDR,9/2/2018,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5919456,HDR,9/3/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5924104,HDR,10/18/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5925217,HDR,10/31/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5927284,HDR,11/23/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5923641,HDR,10/14/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,12/13/2018 6:00
5929188,HDR,12/11/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5925736,HDR,11/5/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927172,HDR,11/21/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5927350,HDR,11/24/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5929210,HDR,12/11/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5924924,HDR,10/28/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5928012,HDR,12/2/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928345,HDR,12/4/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927072,HDR,11/19/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5926966,HDR,11/19/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5929103,HDR,12/11/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5926926,HDR,11/18/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5924044,HDR,10/17/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5924318,HDR,10/20/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Not Applicable,12/13/2018 6:00
5922048,HDR,9/28/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5926516,HDR,11/14/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5921767,VDR,11/9/1998,Incomplete,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Fingerprints needed,12/13/2018 6:00
5928264,HDR,12/4/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5920588,HDR,9/14/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5926941,HDR,11/18/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927985,HDR,12/2/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927670,HDR,11/28/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927343,HDR,11/24/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5928004,HDR,12/2/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,12/13/2018 6:00
5926624,HDR,11/15/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927003,HDR,11/19/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5927951,HDR,12/1/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5927772,HDR,11/29/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5928339,HDR,12/4/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927432,HDR,11/26/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928320,HDR,12/4/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5923856,HDR,10/16/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5926062,HDR,11/9/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927315,HDR,11/23/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5921154,HDR,9/20/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927160,HDR,11/20/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5922965,HDR,10/8/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5893336,HDR,8/6/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5920724,HDR,9/16/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927033,HDR,11/19/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5926990,HDR,11/19/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5922827,HDR,10/5/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5921597,HDR,9/24/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5929081,HDR,12/11/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927175,HDR,11/21/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927938,HDR,11/30/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928385,HDR,12/5/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,12/13/2018 6:00
5927359,HDR,11/24/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,12/13/2018 6:00
5926579,HDR,11/14/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927351,HDR,11/24/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928259,HDR,12/4/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5895456,HDR,8/8/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,12/13/2018 6:00
5926881,HDR,11/17/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5921991,HDR,9/27/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5926057,HDR,11/9/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928630,HDR,12/6/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5926534,HDR,11/14/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5925944,HDR,11/7/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928684,HDR,12/7/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5925440,HDR,11/1/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5924527,HDR,10/23/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,12/13/2018 6:00
5926212,HDR,11/10/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927674,HDR,11/28/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,12/13/2018 6:00
5928515,HDR,12/6/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Copy of DMV license needed,12/13/2018 6:00
5928216,HDR,12/3/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Copy of DMV license needed,12/13/2018 6:00
5914014,HDR,8/23/2018,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,12/13/2018 6:00
5927189,HDR,11/21/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927283,HDR,11/23/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5923501,HDR,10/12/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,12/13/2018 6:00
5923759,HDR,10/15/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927258,HDR,11/21/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928519,HDR,12/6/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928760,HDR,12/8/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5926168,HDR,11/10/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,12/13/2018 6:00
5920403,HDR,9/12/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5894408,HDR,8/7/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5924277,HDR,10/20/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5924281,HDR,10/20/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5925484,HDR,11/2/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5924283,HDR,10/20/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5927884,HDR,11/30/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Needed,Copy of DMV license needed,12/13/2018 6:00
5919476,HDR,9/4/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5924594,HDR,10/24/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5924296,HDR,10/20/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5925791,HDR,11/6/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5925505,HDR,11/2/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5922677,HDR,10/3/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5904275,HDR,8/14/2018,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,12/13/2018 6:00
5926436,HDR,11/13/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5924284,HDR,10/20/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5925324,HDR,11/1/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,12/13/2018 6:00
